left,right
COL make VAL TCRAFT COL model VAL D COL series VAL L2B COL name VAL nan,COL mfr VAL TAYLORCRAFT COL model VAL L-2B
COL make VAL BL COL model VAL 7 COL series VAL GCBA COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL KR-21
COL make VAL WACO COL model VAL ASO COL series VAL ASO COL name VAL nan,COL mfr VAL WACO COL model VAL YPF
COL make VAL GVII COL model VAL G600 COL series VAL None COL name VAL nan,COL mfr VAL AERO COMMANDER COL model VAL 680W
COL make VAL IA COL model VAL 1121 COL series VAL B COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A310-222
COL make VAL GA COL model VAL 112 COL series VAL 112 COL name VAL nan,COL mfr VAL WEATHERLY COL model VAL 201A
COL make VAL PA COL model VAL 22 COL series VAL 150 COL name VAL TRI-PACER,COL mfr VAL FOKKER COL model VAL F.28 MK 1000
COL make VAL B COL model VAL 727 COL series VAL 212 COL name VAL nan,COL mfr VAL CONSTRUCCIONES AERONAUTICAS SA COL model VAL CN-235-300
COL make VAL AS COL model VAL 350D COL series VAL 350D1 COL name VAL ECUREUIL,COL mfr VAL EUROCOPTER COL model VAL EC 130 T2
COL make VAL B COL model VAL 757 COL series VAL 23APF COL name VAL nan,COL mfr VAL BEECH COL model VAL A65
COL make VAL G COL model VAL 164 COL series VAL B COL name VAL AGCAT,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A320-232
COL make VAL BE COL model VAL A45 COL series VAL B45 COL name VAL nan,COL mfr VAL BEECH COL model VAL A45
COL make VAL MOONEY COL model VAL 20 COL series VAL R COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A319-133
COL make VAL A COL model VAL 320 COL series VAL 214 COL name VAL nan,COL mfr VAL STINSON COL model VAL AT-19
COL make VAL B COL model VAL 767 COL series VAL 209 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-209
COL make VAL B COL model VAL 737 COL series VAL 293 COL name VAL nan,COL mfr VAL SWEARINGEN COL model VAL SA227-AC
COL make VAL DC COL model VAL 10 COL series VAL 15 COL name VAL nan,COL mfr VAL MCDONNELL DOUGLAS COL model VAL DC-10-15
COL make VAL BE COL model VAL 200 COL series VAL B200CT COL name VAL SUPER KING AIR,COL mfr VAL BEECH AIRCRAFT CORP COL model VAL B200CT
COL make VAL B COL model VAL 777 COL series VAL 323ER COL name VAL nan,COL mfr VAL ERCOUPE COL model VAL 415-E
COL make VAL PA COL model VAL 24 COL series VAL 24 COL name VAL COMANCHE,COL mfr VAL CESSNA COL model VAL 310R
COL make VAL B COL model VAL 757 COL series VAL 258 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-33A
COL make VAL CE COL model VAL 320 COL series VAL 320 COL name VAL SKYKNIGHT,COL mfr VAL CESSNA COL model VAL 320
COL make VAL BE COL model VAL 17 COL series VAL SE17B COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-32-260
COL make VAL ST COL model VAL 3 COL series VAL KR COL name VAL nan,COL mfr VAL CESSNA COL model VAL 172J
COL make VAL CW COL model VAL 20 COL series VAL TSUPER COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-330
COL make VAL B COL model VAL 737 COL series VAL 800A COL name VAL nan,COL mfr VAL BEECH COL model VAL A100
COL make VAL DC COL model VAL 4 COL series VAL C54BDC COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-282
COL make VAL LKHEED COL model VAL 14 COL series VAL N3 COL name VAL nan,COL mfr VAL SHORT BROS. & HARLAND COL model VAL SD3-30
COL make VAL GA COL model VAL 690 COL series VAL A COL name VAL COMMANDER 690,COL mfr VAL AERO COMMANDER COL model VAL 690A
COL make VAL CE COL model VAL 210 COL series VAL J COL name VAL CENTURION,COL mfr VAL WACO COL model VAL ZKS-6
COL make VAL CE COL model VAL 206 COL series VAL U206C COL name VAL SUPER SKYWAGON,COL mfr VAL AIRBUS COL model VAL A330-323
COL make VAL B COL model VAL 777 COL series VAL 2H6 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2V6
COL make VAL B COL model VAL 727 COL series VAL 208 COL name VAL nan,COL mfr VAL WSK-PZL WARZAWA-OKECIE COL model VAL PZL-104 WILGA 80
COL make VAL L COL model VAL 49 COL series VAL C121A COL name VAL nan,COL mfr VAL TEXTRON AVIATION INC COL model VAL 408
COL make VAL ARCTIC COL model VAL S1A COL series VAL S1A COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2X2
COL make VAL DH COL model VAL 104 COL series VAL 5BA COL name VAL DOVE,COL mfr VAL ROBINSON HELICOPTER COL model VAL R44
COL make VAL PA COL model VAL J4 COL series VAL E COL name VAL CUB COUPE,COL mfr VAL CESSNA COL model VAL 310J
COL make VAL SA COL model VAL 26 COL series VAL AT COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A320-231
COL make VAL BE COL model VAL 23 COL series VAL A24R COL name VAL SIERRA 200,COL mfr VAL STINSON COL model VAL SR-9C
COL make VAL PC COL model VAL 6 COL series VAL H2 COL name VAL nan,COL mfr VAL BEECH COL model VAL 95-B55 (T42A)
COL make VAL CE COL model VAL 180 COL series VAL E COL name VAL SKYWAGON,COL mfr VAL BEECH COL model VAL 1900
COL make VAL B COL model VAL 737 COL series VAL 4K5 COL name VAL nan,COL mfr VAL CESSNA COL model VAL T337E
COL make VAL SA COL model VAL 318 COL series VAL O COL name VAL ALOUETTE ASTAZOU,COL mfr VAL S N I A S COL model VAL SA 3180 ALOUETTE-AST
COL make VAL DC COL model VAL 4 COL series VAL C54EDC COL name VAL nan,COL mfr VAL MITSUBISHI ACFT INTERNATIONAL COL model VAL MU-300-10
COL make VAL B COL model VAL 757 COL series VAL 2Y0 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-24
COL make VAL B COL model VAL 737 COL series VAL 8F2 COL name VAL nan,COL mfr VAL BOEING COL model VAL 777-200
COL make VAL SA COL model VAL 226 COL series VAL AT COL name VAL nan,COL mfr VAL SWEARINGEN COL model VAL SA-226AT
COL make VAL B COL model VAL 737 COL series VAL 524 COL name VAL nan,COL mfr VAL AERONCA COL model VAL KM
COL make VAL SR COL model VAL 10 COL series VAL F COL name VAL nan,COL mfr VAL RAYTHEON CORPORATE JETS INC COL model VAL HAWKER 800XP
COL make VAL HELIO COL model VAL 800 COL series VAL 800 COL name VAL nan,COL mfr VAL BOEING COL model VAL 720-025
COL make VAL FRCHLD COL model VAL C119 COL series VAL G COL name VAL FLYING BOXCAR,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 419/EP
COL make VAL MOONEY COL model VAL 20 COL series VAL B COL name VAL MARK 21,COL mfr VAL NORTH AMERICAN COL model VAL SNJ-4
COL make VAL PA COL model VAL 22 COL series VAL 108 COL name VAL COLT,COL mfr VAL CESSNA COL model VAL TU206E
COL make VAL BT COL model VAL 13B COL series VAL SNV2 COL name VAL nan,COL mfr VAL CESSNA COL model VAL T337F
COL make VAL EAA COL model VAL 90 COL series VAL AF100 COL name VAL nan,COL mfr VAL MITSUBISHI COL model VAL MU-2B-40
COL make VAL PA COL model VAL J3 COL series VAL F50 COL name VAL CUB,COL mfr VAL BELLANCA COL model VAL 14-13-3
COL make VAL M COL model VAL 5 COL series VAL 235C COL name VAL LUNAR ROCKET,COL mfr VAL SCHWEIZER ACFT CORP COL model VAL SCHWEIZER SGM 2-37
COL make VAL PC COL model VAL 6 COL series VAL C1H2 COL name VAL nan,COL mfr VAL BOEING COL model VAL 720-062
COL make VAL SA COL model VAL 365 COL series VAL C1 COL name VAL DAUPHIN,COL mfr VAL CESSNA COL model VAL 182K
COL make VAL CE COL model VAL 310 COL series VAL J COL name VAL nan,COL mfr VAL CHAMPION COL model VAL 8GCBC
COL make VAL CE COL model VAL 172 COL series VAL I COL name VAL SKYHAWK,COL mfr VAL BOEING-VERTOL COL model VAL 234LR
COL make VAL PA COL model VAL 31 COL series VAL 31 COL name VAL NAVAJO,COL mfr VAL RAYTHEON CORPORATE JETS INC COL model VAL HAWKER 800
COL make VAL BHT COL model VAL 206 COL series VAL A COL name VAL nan,COL mfr VAL BRANTLY COL model VAL B-2
COL make VAL LR COL model VAL 24 COL series VAL 24 COL name VAL LEARJET,COL mfr VAL BOEING COL model VAL 737-2S9
COL make VAL AT COL model VAL 302 COL series VAL 302 COL name VAL nan,COL mfr VAL AIR TRACTOR INC COL model VAL AT-302
COL make VAL HU COL model VAL 269 COL series VAL A COL name VAL nan,COL mfr VAL AGUSTA SPA COL model VAL A109E
COL make VAL A COL model VAL 321 COL series VAL 271N COL name VAL nan,COL mfr VAL YOCUM PAUL E COL model VAL THORP T-211
COL make VAL TEXTRN MODEL 408 COL model VAL None COL series VAL None COL name VAL nan,COL mfr VAL TEXTRON AVIATION INC COL model VAL 408
COL make VAL A COL model VAL 320 COL series VAL 231 COL name VAL nan,COL mfr VAL CONSOLIDATED VULTEE COL model VAL BT-13B (SNV-2)
COL make VAL BE COL model VAL 17 COL series VAL L COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL HU-16C
COL make VAL DC COL model VAL 8 COL series VAL 73 COL name VAL nan,COL mfr VAL BELL COL model VAL UH-1B
COL make VAL LKHEED COL model VAL 10 COL series VAL A COL name VAL nan,COL mfr VAL AERONCA COL model VAL 11AC
COL make VAL B COL model VAL 767 COL series VAL 222 COL name VAL nan,COL mfr VAL BOEING COL model VAL 777F1H
COL make VAL CV COL model VAL 240 COL series VAL 23 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-34AF
COL make VAL BL COL model VAL 7 COL series VAL GCB COL name VAL nan,COL mfr VAL EUROCOPTER COL model VAL AS 350 B3
COL make VAL B COL model VAL 757 COL series VAL 225 COL name VAL nan,COL mfr VAL LUSCOMBE COL model VAL 8E
COL make VAL B COL model VAL 767 COL series VAL 283 COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-359B
COL make VAL WACO COL model VAL ZGC8 COL series VAL ZGC8 COL name VAL nan,COL mfr VAL EPIC AIRCRAFT LLC COL model VAL E1000
COL make VAL BHT COL model VAL 47 COL series VAL J2A COL name VAL nan,COL mfr VAL BOEING COL model VAL PT-27
COL make VAL SK COL model VAL 61 COL series VAL NM COL name VAL nan,COL mfr VAL DIAMOND AIRCRAFT IND GMBH COL model VAL DA 62
COL make VAL DHC COL model VAL 8 COL series VAL 202 COL name VAL nan,COL mfr VAL TAYLORCRAFT COL model VAL DC-65
COL make VAL MU COL model VAL 2B COL series VAL 40 COL name VAL nan,COL mfr VAL SAAB-SCANIA COL model VAL SAAB 340B
COL make VAL B COL model VAL 747 COL series VAL 151 COL name VAL SUPERJET,COL mfr VAL DOUGLAS COL model VAL DC-6
COL make VAL TCRAFT COL model VAL BC COL series VAL 12D COL name VAL nan,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 203/AE
COL make VAL CE COL model VAL 182 COL series VAL F COL name VAL SKYLANE,COL mfr VAL NORTH AMERICAN COL model VAL OV-10A
COL make VAL B COL model VAL 737 COL series VAL 2B1C COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2B1C
COL make VAL TCRAFT COL model VAL BC COL series VAL 12D1 COL name VAL nan,COL mfr VAL CESSNA COL model VAL A185F
COL make VAL BE COL model VAL 23 COL series VAL B24R COL name VAL SIERRA 200,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A330-323
COL make VAL R COL model VAL 22 COL series VAL MARINER COL name VAL nan,COL mfr VAL ROBINSON HELICOPTER COMPANY COL model VAL R22 MARINER
COL make VAL CE COL model VAL 337 COL series VAL H COL name VAL SUPER SKYMASTER,COL mfr VAL DEHAVILLAND COL model VAL BEAVER DHC-2 MK.3
COL make VAL TEXTRN COL model VAL 4000 COL series VAL 4000 COL name VAL HAWKER,COL mfr VAL SIKORSKY AIRCRAFT CORP COL model VAL S-76D
COL make VAL BE COL model VAL 95 COL series VAL 95 COL name VAL TRAVEL AIR,COL mfr VAL PIPER COL model VAL PA-25-235RESTD
COL make VAL AS COL model VAL 350 COL series VAL D1 COL name VAL ASTAR,COL mfr VAL CESSNA COL model VAL UC-78
COL make VAL WACO COL model VAL RE COL series VAL ARE COL name VAL nan,COL mfr VAL BOEING COL model VAL 737 2J8
COL make VAL CE COL model VAL 337 COL series VAL T337E COL name VAL TURBO SKYMASTER,COL mfr VAL CUB CRAFTERS COL model VAL CC18-180
COL make VAL MU COL model VAL 2B COL series VAL 36 COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-323B
COL make VAL B COL model VAL 737 COL series VAL 42C COL name VAL nan,COL mfr VAL AERODIFUSION  S L COL model VAL JODEL D-1190S
COL make VAL B COL model VAL 737 COL series VAL 347 COL name VAL nan,COL mfr VAL AERO COMMANDER COL model VAL 520
COL make VAL SK COL model VAL CH COL series VAL 54A COL name VAL nan,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2A-3
COL make VAL PA COL model VAL J5 COL series VAL A80 COL name VAL CUB CRUISER,COL mfr VAL BRITTEN NORMAN COL model VAL BN-2A MK III
COL make VAL B COL model VAL 737 COL series VAL 732 COL name VAL nan,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 203/AE
COL make VAL DC COL model VAL 8 COL series VAL 61 COL name VAL nan,COL mfr VAL KAMAN COL model VAL HH-43F
COL make VAL PA COL model VAL 34 COL series VAL 200 COL name VAL SENECA,COL mfr VAL AGUSTA AEROSPACE CORP COL model VAL AW139
COL make VAL SUPAC COL model VAL 14 COL series VAL PQ14B COL name VAL nan,COL mfr VAL PORTERFIELD COL model VAL CP-65
COL make VAL BE COL model VAL 65 COL series VAL A901JU21A COL name VAL UTE,COL mfr VAL AERONCA COL model VAL 50-F
COL make VAL WACO COL model VAL ATO COL series VAL ATO COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL FH-227B
COL make VAL AMD COL model VAL 20 COL series VAL D COL name VAL FAN JET FALCON,COL mfr VAL CESSNA COL model VAL R172G
COL make VAL LAIRD COL model VAL LCB COL series VAL 300 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 525B
COL make VAL B COL model VAL 737 COL series VAL 990 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-990
COL make VAL GA COL model VAL 690 COL series VAL 690 COL name VAL nan,COL mfr VAL CESSNA COL model VAL U206F
COL make VAL BE COL model VAL 33 COL series VAL F33C COL name VAL BONANZA,COL mfr VAL BEECH COL model VAL F33C
COL make VAL MS COL model VAL RALLYE COL series VAL 235C COL name VAL RALLYE 235 C,COL mfr VAL BEECH COL model VAL 200C
COL make VAL AYRES COL model VAL S2 COL series VAL RR1340RESTD COL name VAL THRUSH,COL mfr VAL BOEING COL model VAL 737-2A6
COL make VAL FUNK COL model VAL FUNKB COL series VAL 85C COL name VAL nan,COL mfr VAL CESSNA COL model VAL 411A
COL make VAL B COL model VAL 737 COL series VAL 448 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DH-114
COL make VAL WACO COL model VAL YOC COL series VAL 1 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-25
COL make VAL SR COL model VAL 7 COL series VAL B COL name VAL nan,COL mfr VAL PIPER COL model VAL J3L-65
COL make VAL PA COL model VAL 12 COL series VAL S COL name VAL SUPER CRUISER,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A300 F4-605R
COL make VAL R COL model VAL 4 COL series VAL B COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL TBM-3
COL make VAL REIMS COL model VAL F172 COL series VAL F COL name VAL nan,COL mfr VAL REIMS COL model VAL CESSNA F172F
COL make VAL A COL model VAL 320 COL series VAL 231 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-832
COL make VAL EMB COL model VAL 120 COL series VAL 120 COL name VAL BRASILIA,COL mfr VAL BAE SYSTEMS PLC COL model VAL AVRO 146-RJ85A
COL make VAL TCRAFK COL model VAL BL COL series VAL 1265 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 180H
COL make VAL B COL model VAL 75 COL series VAL N2S1 COL name VAL nan,COL mfr VAL BOEING COL model VAL 757-256
COL make VAL SR COL model VAL 10 COL series VAL B COL name VAL nan,COL mfr VAL BOEING COL model VAL 777-268
COL make VAL B COL model VAL 727 COL series VAL 2N6 COL name VAL nan,COL mfr VAL MOONEY COL model VAL M22
COL make VAL MD COL model VAL 11 COL series VAL 11F COL name VAL nan,COL mfr VAL GREAT LAKES COL model VAL 2T-1E
COL make VAL FN COL model VAL 333 COL series VAL 333 COL name VAL nan,COL mfr VAL CESSNA COL model VAL R182
COL make VAL B COL model VAL 767 COL series VAL 23B COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-45R
COL make VAL BE COL model VAL 65 COL series VAL A904RU21E COL name VAL UTE,COL mfr VAL CONVAIR COL model VAL BT-13A
COL make VAL BL COL model VAL 7 COL series VAL GCB COL name VAL nan,COL mfr VAL COMMANDER AIRCRAFT CO COL model VAL 114-B
COL make VAL CE COL model VAL 750 COL series VAL 750 COL name VAL nan,COL mfr VAL AERONCA COL model VAL 7BCM
COL make VAL B COL model VAL 747 COL series VAL 135 COL name VAL SUPERJET,COL mfr VAL SIKORSKY/CARSON SERVICES INC COL model VAL S61N
COL make VAL B COL model VAL 747 COL series VAL 146B COL name VAL SUPERJET,COL mfr VAL REIMS COL model VAL CESSNA FA150K
COL make VAL WACO COL model VAL UC COL series VAL CUC COL name VAL nan,COL mfr VAL TAYLORCRAFT COL model VAL BCS12D-4-85
COL make VAL FRCHLD COL model VAL 24 COL series VAL J COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-36N
COL make VAL B COL model VAL 737 COL series VAL 79L COL name VAL nan,COL mfr VAL MOONEY COL model VAL M20C
COL make VAL SA COL model VAL 227 COL series VAL PC COL name VAL METRO III,COL mfr VAL BOEING COL model VAL 747-124
COL make VAL AYRES COL model VAL S2 COL series VAL RRESTD COL name VAL THRUSH,COL mfr VAL BOEING COL model VAL 727-260
COL make VAL B COL model VAL 737 COL series VAL 74Q COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2V6
COL make VAL DC COL model VAL 9 COL series VAL 83 COL name VAL nan,COL mfr VAL TEXTRON AVIATION INC COL model VAL 680
COL make VAL CV COL model VAL 240 COL series VAL 14 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-3CB
COL make VAL CV COL model VAL 240 COL series VAL 13 COL name VAL nan,COL mfr VAL BOEING COL model VAL 720-051B
COL make VAL L COL model VAL 188 COL series VAL C COL name VAL ELECTRA,COL mfr VAL LOCKHEED COL model VAL ELECTRA 10-A
COL make VAL REIMS COL model VAL FA150 COL series VAL K COL name VAL nan,COL mfr VAL BOEING COL model VAL PT-13D
COL make VAL B COL model VAL 707 COL series VAL 321C COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-61
COL make VAL PA COL model VAL J3 COL series VAL L COL name VAL CUB,COL mfr VAL CESSNA COL model VAL 210J
COL make VAL MS COL model VAL 760 COL series VAL A COL name VAL PARIS IA,COL mfr VAL BELL COL model VAL 206L
COL make VAL STRBRD COL model VAL C119 COL series VAL L COL name VAL FLYING BOXCAR,COL mfr VAL CESSNA COL model VAL 182P
COL make VAL B COL model VAL 707 COL series VAL 327C COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-8HG
COL make VAL B COL model VAL 737 COL series VAL 7BH COL name VAL nan,COL mfr VAL WACO COL model VAL UKC-S
COL make VAL B COL model VAL 757 COL series VAL 24APF COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-273C
COL make VAL AGUSTA COL model VAL AW109 COL series VAL SP COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-228F
COL make VAL CE COL model VAL 188 COL series VAL A COL name VAL AGWAGON,COL mfr VAL CESSNA COL model VAL 188A
COL make VAL NAVION COL model VAL NAVION COL series VAL A COL name VAL nan,COL mfr VAL CURTISS WRIGHT COL model VAL C-46/CW20-T
COL make VAL BE COL model VAL 33 COL series VAL C33 COL name VAL DEBONAIR,COL mfr VAL NAVION COL model VAL NAVION G
COL make VAL B COL model VAL 727 COL series VAL 61 COL name VAL nan,COL mfr VAL GULFSTREAM AEROSPACE CORP COL model VAL GVIII-G700
COL make VAL CP COL model VAL 65 COL series VAL CS65 COL name VAL PORTERFIELD,COL mfr VAL BOEING COL model VAL 737-9
COL make VAL B COL model VAL 747 COL series VAL 212F COL name VAL nan,COL mfr VAL BEECH COL model VAL D35
COL make VAL BE COL model VAL 17 COL series VAL E17B COL name VAL nan,COL mfr VAL CESSNA COL model VAL 210M
COL make VAL SUPAC COL model VAL V COL series VAL 2 COL name VAL nan,COL mfr VAL NORTH AMERICAN COL model VAL OV-10A
COL make VAL LKHEED COL model VAL 10 COL series VAL UC36A COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL UC-36A
COL make VAL WIA COL model VAL UH COL series VAL 1P COL name VAL BELL204,COL mfr VAL BELL COL model VAL UH-1P
COL make VAL AYRES COL model VAL S2 COL series VAL RT11RESTD COL name VAL TURBO THRUSH,COL mfr VAL BOEING COL model VAL 737-990
COL make VAL CE COL model VAL 321 COL series VAL 321 COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL P-38J
COL make VAL LR COL model VAL 45 COL series VAL 75 COL name VAL LEARJET,COL mfr VAL BOEING COL model VAL 767-3S2F
COL make VAL AR COL model VAL 65 COL series VAL L3 COL name VAL nan,COL mfr VAL TAYLORCRAFT CORP COL model VAL F-22
COL make VAL BHT COL model VAL UH1E COL series VAL UH1E COL name VAL nan,COL mfr VAL MITSUBISHI COL model VAL MU-2B-60
COL make VAL MD COL model VAL 90 COL series VAL 30 COL name VAL nan,COL mfr VAL BEECH COL model VAL 35-C33
COL make VAL B COL model VAL 707 COL series VAL 384C COL name VAL nan,COL mfr VAL WACO COL model VAL ENF SPECIAL
COL make VAL DHC COL model VAL 8 COL series VAL 301 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 310J
COL make VAL AR COL model VAL K COL series VAL K COL name VAL nan,COL mfr VAL BOEING OF CANADA/DEHAV DIV COL model VAL DHC-8-311
COL make VAL B COL model VAL 737 COL series VAL 7L9 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-257B
COL make VAL SR COL model VAL 10 COL series VAL K COL name VAL nan,COL mfr VAL CESSNA COL model VAL TU206G
COL make VAL B COL model VAL 727 COL series VAL 108C COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-241
COL make VAL RKWELL COL model VAL S2 COL series VAL 600S2CRESTD COL name VAL THRUSH,COL mfr VAL NOORDUYN COL model VAL UC-64A
COL make VAL BHT COL model VAL 204 COL series VAL B COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL TBM-3E
COL make VAL B COL model VAL 737 COL series VAL 322 COL name VAL nan,COL mfr VAL WACO COL model VAL 125
COL make VAL B COL model VAL 767 COL series VAL 352 COL name VAL nan,COL mfr VAL BEECH COL model VAL 95
COL make VAL PILOT COL model VAL UH1B COL series VAL UH1B COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL HU 16A
COL make VAL PA COL model VAL 28 COL series VAL 140 COL name VAL CHEROKEE CRUISER,COL mfr VAL LOCKHEED COL model VAL 14-H2
COL make VAL CE COL model VAL 320 COL series VAL 320 COL name VAL SKYKNIGHT,COL mfr VAL BEECH COL model VAL 18A
COL make VAL DC COL model VAL 10 COL series VAL 30F COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-219
COL make VAL ATR COL model VAL 72 COL series VAL 202 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-39
COL make VAL GA COL model VAL 560 COL series VAL 560 COL name VAL nan,COL mfr VAL SAAB-SCANIA COL model VAL SF340A
COL make VAL ERCO COL model VAL 415 COL series VAL G COL name VAL nan,COL mfr VAL CESSNA COL model VAL 172F
COL make VAL B COL model VAL 767 COL series VAL 3D6 COL name VAL nan,COL mfr VAL CURTISS WRIGHT COL model VAL TRAVEL AIR B9-4000
COL make VAL CENTEQ COL model VAL KC97 COL series VAL GRESTD COL name VAL STRATO-FREIGHTER,COL mfr VAL NIHON COL model VAL YS-11
COL make VAL B COL model VAL 737 COL series VAL 241 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-238B
COL make VAL DH COL model VAL 104 COL series VAL 5A COL name VAL DOVE,COL mfr VAL FAIRCHILD COL model VAL SA227-DC (C26B)
COL make VAL GA COL model VAL 685 COL series VAL 685 COL name VAL COMMANDER 685,COL mfr VAL CONVAIR COL model VAL T-29B
COL make VAL CV COL model VAL 240 COL series VAL 26 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-34-200
COL make VAL GRUMAN COL model VAL TBM COL series VAL 3E COL name VAL nan,COL mfr VAL WACO COL model VAL UKS-6
COL make VAL SK COL model VAL 58 COL series VAL BT COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-136
COL make VAL CE COL model VAL 190 COL series VAL 190 COL name VAL nan,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2A-21
COL make VAL REIMS COL model VAL F150 COL series VAL M COL name VAL nan,COL mfr VAL PIPER COL model VAL J3C-50
COL make VAL AYRES COL model VAL S2 COL series VAL RR1340RESTD COL name VAL THRUSH,COL mfr VAL BEECH COL model VAL A65-8200
COL make VAL DHC COL model VAL 8 COL series VAL 106 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 310A
COL make VAL BL COL model VAL 7 COL series VAL KCAB COL name VAL CITABRIA,COL mfr VAL FAIRCHILD COL model VAL C-119L
COL make VAL PA COL model VAL 22 COL series VAL 160 COL name VAL TRI-PACER,COL mfr VAL CESSNA COL model VAL 182L
COL make VAL EC COL model VAL 130B4 COL series VAL 130B4 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-22S-160
COL make VAL HS COL model VAL 125 COL series VAL 800 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL C-117A
COL make VAL B COL model VAL 737 COL series VAL 2A9C COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-233
COL make VAL B COL model VAL 737 COL series VAL 9 COL name VAL nan,COL mfr VAL PIPER COL model VAL J5A
COL make VAL B COL model VAL 747 COL series VAL 357 COL name VAL SUPERJET,COL mfr VAL BOEING COL model VAL 747-357
COL make VAL MOONEY COL model VAL 20 COL series VAL B COL name VAL MARK 21,COL mfr VAL PIPER COL model VAL PA-28RT-201T
COL make VAL GRUMAN COL model VAL TBM COL series VAL 1C COL name VAL nan,COL mfr VAL CESSNA COL model VAL JRC-1
COL make VAL B COL model VAL 747 COL series VAL 2R7F COL name VAL FREIGHTER,COL mfr VAL BOEING COL model VAL 747-2R7F
COL make VAL B COL model VAL 727 COL series VAL 81 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-205
COL make VAL ATR COL model VAL 72 COL series VAL 212A COL name VAL nan,COL mfr VAL BURKHART GROB LUFT-UND COL model VAL GROB G115C2
COL make VAL CHAMP COL model VAL 8 COL series VAL KCAB COL name VAL CITABRIA PRO,COL mfr VAL EVANGEL AIR COL model VAL 4500-300-II
COL make VAL CL COL model VAL 600 COL series VAL 2E25 COL name VAL CRJ 1000,COL mfr VAL BOEING COL model VAL CH-47D
COL make VAL WACO COL model VAL U COL series VAL BA COL name VAL nan,COL mfr VAL HONDA AIRCRAFT COMPANY LLC COL model VAL HA-420
COL make VAL B COL model VAL 737 COL series VAL 83N COL name VAL nan,COL mfr VAL GREAT LAKES COL model VAL 2T-1A-1
COL make VAL B COL model VAL 737 COL series VAL 7Q8 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-8HVF
COL make VAL GRUMAN COL model VAL F8F COL series VAL 1 COL name VAL nan,COL mfr VAL FOKKER COL model VAL F.28 2000
COL make VAL CE COL model VAL 120 COL series VAL 120 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DH104 DOVE 5A
