left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
COL make VAL PIPER COL model VAL PA60 COL name VAL AEROSTAR 601P AEROSTAR 601 AEROSTAR 600 AEROSTAR 602P AEROSTAR 700P COL cert VAL A17WE,COL mfr VAL PIPER COL model VAL PA-60-602P,1,0.9999880274427541,1,PIPER PA60,PA-60-602P,reg,"['make: PIPER', 'model: PA60', 'name: AEROSTAR 601P AEROSTAR 601 AEROSTAR 600 AEROSTAR 602P AEROSTAR 700P', 'cert: A17WE']","['mfr: PIPER', 'model: PA-60-602P']",30,30
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL make VAL PIPER COL model VAL PAE23 COL series VAL 250 COL name VAL AZTEC 250 COL cert VAL 1A10,1,0.9999908084878231,1,PIPER PAE23,7643,cictt,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['make: PIPER', 'model: PAE23', 'series: 250', 'name: AZTEC 250', 'cert: 1A10']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL make VAL PA COL model VAL 23 COL series VAL E23250 COL name VAL AZTEC COL cert VAL 1A10,1,0.9999779970458001,1,PIPER PAE23,PA-23-E23250,faa,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['make: PA', 'model: 23', 'series: E23250', 'name: AZTEC', 'cert: 1A10']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL PIPER COL model VAL PA-23-160 Apache,1,0.9999859347149626,1,PIPER PAE23,PA23 PA-23-160 Apache,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: PIPER', 'model: PA-23-160 Apache']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL PIPER COL model VAL PA-E23-250,1,0.9999728403513046,1,PIPER PAE23,PA-23-E23250,reg,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: PIPER', 'model: PA-E23-250']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL MILLER (1) COL model VAL Jet Profile,1,0.9999625578688796,1,PIPER PAE23,PA23 Jet Profile,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: MILLER (1)', 'model: Jet Profile']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL SEGUIN COL model VAL Geronimo,1,0.9999469844353457,1,PIPER PAE23,PA23 Geronimo,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: SEGUIN', 'model: Geronimo']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL PIPER COL model VAL PA-23-160 Apache COL code VAL PA23,1,0.9999870504181303,1,PIPER PAE23,PA23 PA-23-160 Apache,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: PIPER', 'model: PA-23-160 Apache', 'code: PA23']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL MILLER (1) COL model VAL Jet Profile COL code VAL PA23,1,0.9999874202499448,1,PIPER PAE23,PA23 Jet Profile,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: MILLER (1)', 'model: Jet Profile', 'code: PA23']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL SEGUIN COL model VAL Geronimo COL code VAL PA23,1,0.999987293983637,1,PIPER PAE23,PA23 Geronimo,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: SEGUIN', 'model: Geronimo', 'code: PA23']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL PIPER COL model VAL PA-23-150 Apache COL code VAL PA23,1,0.9999879807216018,1,PIPER PAE23,PA23 PA-23-150 Apache,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: PIPER', 'model: PA-23-150 Apache', 'code: PA23']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL mfr VAL PIPER COL model VAL PA-23-150 Apache,1,0.999988046067784,1,PIPER PAE23,PA23 PA-23-150 Apache,doc8643_description,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']","['mfr: PIPER', 'model: PA-23-150 Apache']",12,12
COL make VAL PIPER COL model VAL PAE23 COL name VAL AZTEC 250 COL cert VAL 1A10,COL code VAL PA23,1,0.9999856377536241,1,PIPER PAE23,PA23,doc8643_code,"['make: PIPER', 'model: PAE23', 'name: AZTEC 250', 'cert: 1A10']",['code: PA23'],12,12
COL make VAL PIPER COL model VAL TG8 COL cert VAL GTC 10,COL make VAL PIPER COL model VAL TG8 COL series VAL TG8 COL cert VAL GTC 10,1,0.999991367398165,1,PIPER TG8,22084,cictt,"['make: PIPER', 'model: TG8', 'cert: GTC 10']","['make: PIPER', 'model: TG8', 'series: TG8', 'cert: GTC 10']",3,3
COL make VAL PIPER COL model VAL TG8 COL cert VAL GTC 10,COL mfr VAL PIPER COL model VAL TG-8,1,0.9999907508712114,1,PIPER TG8,TG-8-8,reg,"['make: PIPER', 'model: TG8', 'cert: GTC 10']","['mfr: PIPER', 'model: TG-8']",3,3
COL make VAL PIPER COL model VAL TG8 COL cert VAL GTC 10,COL make VAL TG COL model VAL 8 COL series VAL 8 COL cert VAL GTC10,1,0.9999897383952915,1,PIPER TG8,TG-8-8,faa,"['make: PIPER', 'model: TG8', 'cert: GTC 10']","['make: TG', 'model: 8', 'series: 8', 'cert: GTC10']",3,3
COL make VAL PITCAIRN COL model VAL PA18 COL cert VAL ATC 478,COL make VAL PITCAN COL model VAL PA18 COL series VAL PA18 COL cert VAL ATC478,1,0.9999751342306917,1,PITCAIRN PA18,PITCAN-PA18-PA18,faa,"['make: PITCAIRN', 'model: PA18', 'cert: ATC 478']","['make: PITCAN', 'model: PA18', 'series: PA18', 'cert: ATC478']",3,3
COL make VAL PITCAIRN COL model VAL PA18 COL cert VAL ATC 478,COL mfr VAL PITCAIRN COL model VAL PA-18,1,0.9999143236571804,1,PITCAIRN PA18,PITCAN-PA18-PA18,reg,"['make: PITCAIRN', 'model: PA18', 'cert: ATC 478']","['mfr: PITCAIRN', 'model: PA-18']",3,3
COL make VAL PITCAIRN COL model VAL PA18 COL cert VAL ATC 478,COL make VAL PITCAIRN COL model VAL PA18 COL series VAL PA18 COL cert VAL ATC 478,1,0.9999643794691984,1,PITCAIRN PA18,21621,cictt,"['make: PITCAIRN', 'model: PA18', 'cert: ATC 478']","['make: PITCAIRN', 'model: PA18', 'series: PA18', 'cert: ATC 478']",3,3
COL make VAL PITCAIRN COL model VAL PA19 COL cert VAL ATC 509,COL make VAL PITCAIRN COL model VAL PA19 COL series VAL PA19 COL cert VAL ATC 509,1,0.9999807258535213,1,PITCAIRN PA19,21622,cictt,"['make: PITCAIRN', 'model: PA19', 'cert: ATC 509']","['make: PITCAIRN', 'model: PA19', 'series: PA19', 'cert: ATC 509']",3,3
COL make VAL PITCAIRN COL model VAL PA19 COL cert VAL ATC 509,COL make VAL PITCAN COL model VAL PA19 COL series VAL PA19 COL cert VAL ATC509,1,0.9999876571125397,1,PITCAIRN PA19,PITCAN-PA19-PA19,faa,"['make: PITCAIRN', 'model: PA19', 'cert: ATC 509']","['make: PITCAN', 'model: PA19', 'series: PA19', 'cert: ATC509']",3,3
COL make VAL PITCAIRN COL model VAL PA19 COL cert VAL ATC 509,COL mfr VAL PITCAIRN COL model VAL PA-19,1,0.9998459897656179,1,PITCAIRN PA19,PITCAN-PA19-PA19,reg,"['make: PITCAIRN', 'model: PA19', 'cert: ATC 509']","['mfr: PITCAIRN', 'model: PA-19']",3,3
COL make VAL PITCAIRN COL model VAL PA24 COL cert VAL ATC 507,COL make VAL PITCAIRN COL model VAL PA24 COL series VAL PA24 COL cert VAL ATC 507,1,0.9999751595672455,1,PITCAIRN PA24,21623,cictt,"['make: PITCAIRN', 'model: PA24', 'cert: ATC 507']","['make: PITCAIRN', 'model: PA24', 'series: PA24', 'cert: ATC 507']",3,3
COL make VAL PITCAIRN COL model VAL PA24 COL cert VAL ATC 507,COL make VAL PITCAN COL model VAL PA24 COL series VAL PA24 COL cert VAL ATC507,1,0.999980752303858,1,PITCAIRN PA24,PITCAN-PA24-PA24,faa,"['make: PITCAIRN', 'model: PA24', 'cert: ATC 507']","['make: PITCAN', 'model: PA24', 'series: PA24', 'cert: ATC507']",3,3
COL make VAL PITCAIRN COL model VAL PA24 COL cert VAL ATC 507,COL mfr VAL PITCAIRN COL model VAL PA24,1,0.9999705172835032,1,PITCAIRN PA24,PITCAN-PA24-PA24,reg,"['make: PITCAIRN', 'model: PA24', 'cert: ATC 507']","['mfr: PITCAIRN', 'model: PA24']",3,3
COL make VAL PITCAIRN COL model VAL PA4 COL name VAL DELUXE COL cert VAL TC 2-21,COL mfr VAL PITCAIRN COL model VAL PA-4,1,0.9996145288443969,1,PITCAIRN PA4,PITCAN-PA4-PA4,reg,"['make: PITCAIRN', 'model: PA4', 'name: DELUXE', 'cert: TC 2-21']","['mfr: PITCAIRN', 'model: PA-4']",3,3
COL make VAL PITCAIRN COL model VAL PA4 COL name VAL DELUXE COL cert VAL TC 2-21,COL make VAL PITCAIRN COL model VAL PA4 COL series VAL PA4 COL name VAL DELUXE COL cert VAL TC 2-21,1,0.9999195602208171,1,PITCAIRN PA4,7645,cictt,"['make: PITCAIRN', 'model: PA4', 'name: DELUXE', 'cert: TC 2-21']","['make: PITCAIRN', 'model: PA4', 'series: PA4', 'name: DELUXE', 'cert: TC 2-21']",3,3
COL make VAL PITCAIRN COL model VAL PA4 COL name VAL DELUXE COL cert VAL TC 2-21,COL make VAL PITCAN COL model VAL PA4 COL series VAL PA4 COL cert VAL 221,1,0.9998941695419321,1,PITCAIRN PA4,PITCAN-PA4-PA4,faa,"['make: PITCAIRN', 'model: PA4', 'name: DELUXE', 'cert: TC 2-21']","['make: PITCAN', 'model: PA4', 'series: PA4', 'cert: 221']",3,3
COL make VAL PITCAIRN COL model VAL PA5 COL name VAL MAILWING COL cert VAL ATC 18,COL make VAL PITCAIRN COL model VAL PA5 COL series VAL PA5 COL name VAL MAILWING COL cert VAL ATC 18,1,0.9999859230672137,1,PITCAIRN PA5,7647,cictt,"['make: PITCAIRN', 'model: PA5', 'name: MAILWING', 'cert: ATC 18']","['make: PITCAIRN', 'model: PA5', 'series: PA5', 'name: MAILWING', 'cert: ATC 18']",3,3
COL make VAL PITCAIRN COL model VAL PA5 COL name VAL MAILWING COL cert VAL ATC 18,COL mfr VAL PITCAIRN COL model VAL PA-5,1,0.9999772228008729,1,PITCAIRN PA5,PITCAN-PA5-PA5,reg,"['make: PITCAIRN', 'model: PA5', 'name: MAILWING', 'cert: ATC 18']","['mfr: PITCAIRN', 'model: PA-5']",3,3
COL make VAL PITCAIRN COL model VAL PA5 COL name VAL MAILWING COL cert VAL ATC 18,COL make VAL PITCAN COL model VAL PA5 COL series VAL PA5 COL cert VAL ATC18,1,0.9999870390392227,1,PITCAIRN PA5,PITCAN-PA5-PA5,faa,"['make: PITCAIRN', 'model: PA5', 'name: MAILWING', 'cert: ATC 18']","['make: PITCAN', 'model: PA5', 'series: PA5', 'cert: ATC18']",3,3
COL make VAL PITCAIRN COL model VAL PA6 COL name VAL SUPER MAILWING COL cert VAL ATC 92,COL mfr VAL PITCAIRN COL model VAL PA-6,1,0.9999870039005715,1,PITCAIRN PA6,PITCAN-PA6-PA6,reg,"['make: PITCAIRN', 'model: PA6', 'name: SUPER MAILWING', 'cert: ATC 92']","['mfr: PITCAIRN', 'model: PA-6']",3,3
COL make VAL PITCAIRN COL model VAL PA6 COL name VAL SUPER MAILWING COL cert VAL ATC 92,COL make VAL PITCAIRN COL model VAL PA6 COL series VAL PA6 COL name VAL SUPER MAILWING COL cert VAL ATC 92,1,0.999986506696861,1,PITCAIRN PA6,7648,cictt,"['make: PITCAIRN', 'model: PA6', 'name: SUPER MAILWING', 'cert: ATC 92']","['make: PITCAIRN', 'model: PA6', 'series: PA6', 'name: SUPER MAILWING', 'cert: ATC 92']",3,3
COL make VAL PITCAIRN COL model VAL PA6 COL name VAL SUPER MAILWING COL cert VAL ATC 92,COL make VAL PITCAN COL model VAL PA6 COL series VAL PA6 COL cert VAL ATC92,1,0.9999801333065272,1,PITCAIRN PA6,PITCAN-PA6-PA6,faa,"['make: PITCAIRN', 'model: PA6', 'name: SUPER MAILWING', 'cert: ATC 92']","['make: PITCAN', 'model: PA6', 'series: PA6', 'cert: ATC92']",3,3
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER MAILWING SUPER SPORT MAILWING COL cert VAL ATC 196,COL mfr VAL PITCAIRN COL model VAL PA-7S,1,0.9999840058806385,1,PITCAIRN PA7,PITCAN-PA7-S,reg,"['make: PITCAIRN', 'model: PA7', 'name: SUPER MAILWING SUPER SPORT MAILWING', 'cert: ATC 196']","['mfr: PITCAIRN', 'model: PA-7S']",6,6
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER SPORT MAILWING COL cert VAL ATC 196,COL make VAL PITCAIRN COL model VAL PA7 COL series VAL S COL name VAL SUPER SPORT MAILWING COL cert VAL ATC 196,1,0.9999852969644607,1,PITCAIRN PA7,7650,cictt,"['make: PITCAIRN', 'model: PA7', 'name: SUPER SPORT MAILWING', 'cert: ATC 196']","['make: PITCAIRN', 'model: PA7', 'series: S', 'name: SUPER SPORT MAILWING', 'cert: ATC 196']",6,6
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER MAILWING COL cert VAL ATC 196,COL make VAL PITCAIRN COL model VAL PA7 COL series VAL M COL name VAL SUPER MAILWING COL cert VAL ATC 196,1,0.9999844672020027,1,PITCAIRN PA7,7649,cictt,"['make: PITCAIRN', 'model: PA7', 'name: SUPER MAILWING', 'cert: ATC 196']","['make: PITCAIRN', 'model: PA7', 'series: M', 'name: SUPER MAILWING', 'cert: ATC 196']",6,6
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER MAILWING SUPER SPORT MAILWING COL cert VAL ATC 196,COL make VAL PITCAN COL model VAL PA7 COL series VAL M COL cert VAL ATC196,1,0.9999856037524515,1,PITCAIRN PA7,PITCAN-PA7-M,faa,"['make: PITCAIRN', 'model: PA7', 'name: SUPER MAILWING SUPER SPORT MAILWING', 'cert: ATC 196']","['make: PITCAN', 'model: PA7', 'series: M', 'cert: ATC196']",6,6
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER MAILWING SUPER SPORT MAILWING COL cert VAL ATC 196,COL make VAL PITCAN COL model VAL PA7 COL series VAL S COL cert VAL ATC196,1,0.9999857544794511,1,PITCAIRN PA7,PITCAN-PA7-S,faa,"['make: PITCAIRN', 'model: PA7', 'name: SUPER MAILWING SUPER SPORT MAILWING', 'cert: ATC 196']","['make: PITCAN', 'model: PA7', 'series: S', 'cert: ATC196']",6,6
COL make VAL PITCAIRN COL model VAL PA7 COL name VAL SUPER MAILWING SUPER SPORT MAILWING COL cert VAL ATC 196,COL mfr VAL PITCAIRN COL model VAL PA-7,1,0.9999884538043412,1,PITCAIRN PA7,PITCAN-PA7-M,reg,"['make: PITCAIRN', 'model: PA7', 'name: SUPER MAILWING SUPER SPORT MAILWING', 'cert: ATC 196']","['mfr: PITCAIRN', 'model: PA-7']",6,6
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED A8SO,COL make VAL PITTS COL model VAL S1 COL series VAL T COL cert VAL A8SO,1,0.9999834544528778,1,PITTS S1,PITTS-S1-T,faa,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED A8SO']","['make: PITTS', 'model: S1', 'series: T', 'cert: A8SO']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK (1) COL model VAL Pitts S-1 Special,1,0.9985313453993682,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK (1)', 'model: Pitts S-1 Special']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL PITTS COL model VAL S-1 Special,1,0.9999857703790677,1,PITTS S1,PTS1 S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: PITTS', 'model: S-1 Special']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL CHRISTEN COL model VAL Pitts S-1 Special,1,0.9999882565186691,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: CHRISTEN', 'model: Pitts S-1 Special']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK (1) COL model VAL Pitts S-1 Special COL code VAL PTS1,1,0.9998345821709065,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK (1)', 'model: Pitts S-1 Special', 'code: PTS1']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AVIAT COL model VAL Pitts S-1 Special COL code VAL PTS1,1,0.9999773292259276,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AVIAT', 'model: Pitts S-1 Special', 'code: PTS1']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED A8SO,COL mfr VAL AEROTEK COL model VAL PITTS S-1T,1,0.9971256296578699,1,PITTS S1,PITTS-S1-T,reg,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED A8SO']","['mfr: AEROTEK', 'model: PITTS S-1T']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL CHRISTEN COL model VAL Pitts S-1 Special COL code VAL PTS1,1,0.9999903089230907,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: CHRISTEN', 'model: Pitts S-1 Special', 'code: PTS1']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED,COL make VAL PITTS COL model VAL S1 COL series VAL S COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED,1,0.9999851931122478,1,PITTS S1,7657,cictt,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED']","['make: PITTS', 'model: S1', 'series: S', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED A8SO,COL mfr VAL AEROTEK COL model VAL PITTS SPECIAL S-1S,1,0.9999039472414142,1,PITTS S1,PITTS-S1-S,reg,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED A8SO']","['mfr: AEROTEK', 'model: PITTS SPECIAL S-1S']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL code VAL PTS1,1,0.9999792971844329,1,PITTS S1,PTS1,doc8643_code,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']",['code: PTS1'],15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S1 COL series VAL T COL name VAL PITTS SPECIAL COL cert VAL A8SO,1,0.9999586496203432,1,PITTS S1,7661,cictt,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S1', 'series: T', 'name: PITTS SPECIAL', 'cert: A8SO']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL PITTS COL model VAL S-1 Special COL code VAL PTS1,1,0.9999894297807966,1,PITTS S1,PTS1 S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: PITTS', 'model: S-1 Special', 'code: PTS1']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL NOT CERTIFICATED A8SO,COL make VAL PITTS COL model VAL S1 COL series VAL S COL cert VAL A8SO,1,0.999982087496011,1,PITTS S1,PITTS-S1-S,faa,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: NOT CERTIFICATED A8SO']","['make: PITTS', 'model: S1', 'series: S', 'cert: A8SO']",15,15
COL make VAL PITTS COL model VAL S1 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AVIAT COL model VAL Pitts S-1 Special,1,0.9999897416682293,1,PITTS S1,PTS1 Pitts S-1 Special,doc8643_description,"['make: PITTS', 'model: S1', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AVIAT', 'model: Pitts S-1 Special']",15,15
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK COL model VAL PITTS S-2A,1,0.9999350565778231,1,PITTS S2,PITTS-S2-A,reg,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK', 'model: PITTS S-2A']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL B COL cert VAL A8SO,1,0.9999759848284987,1,PITTS S2,PITTS-S2-B,faa,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: B', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK COL model VAL PITTS S2S,1,0.9999299281541905,1,PITTS S2,PITTS-S2-S,reg,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK', 'model: PITTS S2S']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL S COL cert VAL A8SO,1,0.9999838078252765,1,PITTS S2,PITTS-S2-S,faa,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: S', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL A COL cert VAL A8SO,1,0.9999846769325338,1,PITTS S2,PITTS-S2-A,faa,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: A', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL PITTS COL model VAL S-2,1,0.999971488354549,1,PITTS S2,PITTS-S2-S2,reg,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: PITTS', 'model: S-2']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK INC COL model VAL PITTS S-2B,1,0.9999046789348596,1,PITTS S2,PITTS-S2-B,reg,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK INC', 'model: PITTS S-2B']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL B COL name VAL PITTS SPECIAL COL cert VAL A8SO,1,0.9999357575408165,1,PITTS S2,7671,cictt,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: B', 'name: PITTS SPECIAL', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL CHRISTEN COL model VAL Pitts S-2 Special COL code VAL PTS2,1,0.9999907947725405,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: CHRISTEN', 'model: Pitts S-2 Special', 'code: PTS2']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL S COL name VAL PITTS SPECIAL COL cert VAL A8SO,1,0.999986496598104,1,PITTS S2,7673,cictt,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: S', 'name: PITTS SPECIAL', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL S2 COL cert VAL A8SO,1,0.9999876440398678,1,PITTS S2,PITTS-S2-S2,faa,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: S2', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK (1) COL model VAL Pitts S-2 Special,1,0.9998397763299843,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK (1)', 'model: Pitts S-2 Special']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL A COL name VAL PITTS SPECIAL COL cert VAL A8SO,1,0.9999792509730191,1,PITTS S2,7666,cictt,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: A', 'name: PITTS SPECIAL', 'cert: A8SO']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL code VAL PTS2,1,0.9999844610385722,1,PITTS S2,PTS2,doc8643_code,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']",['code: PTS2'],21,21
